location,size,total_sqft,bath,price,bhk,price_per_sqft
Old Faridabad,3 BHK,1718.0,3.0,90.2,3,5250.291036088475
Old Faridabad,2 BHK,1277.0,2.0,79.89,2,6256.068911511355
Old Faridabad,4 BHK,2119.0,4.0,111.0,4,5238.319962246343
Old Faridabad,3 BHK,1703.0,3.0,120.0,3,7046.388725778039
Old Faridabad,3 BHK,2050.0,3.0,135.0,3,6585.365853658536
Old Faridabad,3 BHK,2150.0,3.0,170.0,3,7906.976744186047
Old Faridabad,2 BHK,920.0,2.0,35.0,2,3804.3478260869565
Old Faridabad,3 Bedroom,440.0,3.0,50.0,3,11363.636363636364
Old Faridabad,2 BHK,1100.0,2.0,57.0,2,5181.818181818182
Old Faridabad,2 BHK,900.0,2.0,45.0,2,5000.0
Old Faridabad,2 BHK,1000.0,2.0,60.0,2,6000.0
Old Faridabad,2 BHK,1280.0,2.0,68.48,2,5350.0
Old Faridabad,2 Bedroom,792.0,2.0,70.0,2,8838.38383838384
Old Faridabad,3 BHK,1550.0,3.0,75.0,3,4838.709677419355
Old Faridabad,4 Bedroom,2400.0,3.0,185.0,4,7708.333333333333
Old Faridabad,2 BHK,1107.0,2.0,33.0,2,2981.029810298103
Old Faridabad,2 Bedroom,1600.0,2.0,110.0,2,6875.0
Old Faridabad,4 Bedroom,3600.0,4.0,225.0,4,6250.0
Old Faridabad,2 BHK,1060.0,2.0,42.0,2,3962.264150943396
Old Faridabad,3 Bedroom,1800.0,2.0,72.0,3,4000.0
Old Faridabad,1 Bedroom,600.0,1.0,35.0,1,5833.333333333333
Old Faridabad,6 Bedroom,2400.0,4.0,280.0,6,11666.666666666666
Old Faridabad,4 Bedroom,4200.0,4.0,255.0,4,6071.428571428572
Old Faridabad,3 BHK,1450.0,3.0,68.0,3,4689.6551724137935
Old Faridabad,3 BHK,1654.0,3.0,82.0,3,4957.678355501814
Old Faridabad,2 BHK,650.0,1.0,20.0,2,3076.923076923077
Old Faridabad,4 Bedroom,6000.0,5.0,400.0,4,6666.666666666667
Old Faridabad,6 Bedroom,2400.0,7.0,110.0,6,4583.333333333333
Old Faridabad,5 Bedroom,6040.0,4.0,170.0,5,2814.569536423841
Old Faridabad,4 Bedroom,4000.0,5.0,280.0,4,7000.0
Old Faridabad,4 Bedroom,5400.0,4.0,250.0,4,4629.62962962963
Old Faridabad,6 Bedroom,2400.0,7.0,107.0,6,4458.333333333333
Old Faridabad,2 BHK,1100.0,2.0,55.0,2,5000.0
Old Faridabad,3 Bedroom,1780.0,3.0,110.0,3,6179.775280898876
Old Faridabad,3 BHK,1935.0,3.0,110.0,3,5684.754521963824
Old Faridabad,2 BHK,1125.0,2.0,62.0,2,5511.111111111111
Old Faridabad,3 BHK,1650.0,3.0,88.0,3,5333.333333333333
Old Faridabad,2 BHK,1090.0,2.0,52.0,2,4770.642201834862
Old Faridabad,2 BHK,1112.0,2.0,62.0,2,5575.5395683453235
Old Faridabad,2 BHK,1140.0,2.0,50.0,2,4385.964912280701
Old Faridabad,3 Bedroom,2400.0,3.0,150.0,3,6250.0
Old Faridabad,3 BHK,2968.0,3.0,225.0,3,7580.8625336927225
Old Faridabad,2 BHK,1350.0,3.0,55.0,2,4074.074074074074
Old Faridabad,5 Bedroom,1180.0,5.0,98.5,5,8347.457627118643
Old Faridabad,2 BHK,950.0,2.0,58.11,2,6116.8421052631575
Old Faridabad,2 BHK,1360.0,2.0,110.0,2,8088.235294117647
Old Faridabad,2 BHK,1035.0,2.0,90.0,2,8695.652173913044
Old Faridabad,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
Old Faridabad,4 Bedroom,1672.0,3.0,190.0,4,11363.636363636364
Old Faridabad,2 BHK,950.0,2.0,56.0,2,5894.736842105263
Old Faridabad,3 BHK,1290.0,3.0,62.0,3,4806.201550387597
Old Faridabad,3 BHK,1805.0,3.0,134.0,3,7423.822714681441
Old Faridabad,6 Bedroom,3968.0,5.0,900.0,6,22681.451612903227
Old Faridabad,4 Bedroom,1500.0,4.0,230.0,4,15333.333333333334
Old Faridabad,3 BHK,1755.0,3.0,122.0,3,6951.5669515669515
Old Faridabad,1 BHK,665.0,1.0,50.75,1,7631.578947368421
Old Faridabad,3 BHK,2465.0,5.0,234.0,3,9492.90060851927
Old Faridabad,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
Old Faridabad,2 BHK,1245.0,2.0,86.28,2,6930.120481927711
Old Faridabad,1 BHK,660.0,1.0,54.0,1,8181.818181818182
Old Faridabad,2 BHK,1350.0,2.0,91.0,2,6740.740740740741
Old Faridabad,1 BHK,665.0,1.0,46.08,1,6929.3233082706765
Old Faridabad,1 BHK,660.0,1.0,62.0,1,9393.939393939394
Old Faridabad,2 BHK,1365.0,2.0,122.0,2,8937.728937728938
Old Faridabad,4 BHK,2940.0,6.0,280.0,4,9523.809523809523
Old Faridabad,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
Old Faridabad,3 BHK,1795.0,3.0,139.0,3,7743.732590529248
Old Faridabad,3 BHK,1740.0,3.0,150.0,3,8620.689655172413
Old Faridabad,3 BHK,1970.0,3.0,164.0,3,8324.873096446701
Old Faridabad,3 BHK,1282.0,3.0,178.0,3,13884.555382215289
Old Faridabad,3 Bedroom,1282.0,3.0,178.0,3,13884.555382215289
Old Faridabad,4 BHK,2940.0,6.0,201.0,4,6836.734693877551
Old Faridabad,3 BHK,2406.0,5.0,289.0,3,12011.63757273483
Old Faridabad,3 BHK,1516.0,3.0,147.0,3,9696.569920844327
Old Faridabad,3 BHK,1180.0,3.0,48.0,3,4067.7966101694915
Old Faridabad,3 BHK,1075.0,2.0,35.0,3,3255.813953488372
Old Faridabad,3 BHK,1075.0,2.0,46.0,3,4279.069767441861
Old Faridabad,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
Old Faridabad,3 BHK,1075.0,2.0,37.0,3,3441.860465116279
Old Faridabad,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Old Faridabad,3 BHK,1075.0,3.0,36.0,3,3348.8372093023254
Old Faridabad,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
Old Faridabad,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Old Faridabad,2 BHK,845.0,2.0,37.0,2,4378.698224852071
Old Faridabad,3 BHK,1075.0,2.0,90.0,3,8372.093023255815
Old Faridabad,3 BHK,1075.0,2.0,35.99,3,3347.906976744186
Old Faridabad,3 BHK,1075.0,2.0,36.0,3,3348.8372093023254
Old Faridabad,2 BHK,845.0,2.0,29.0,2,3431.9526627218934
Old Faridabad,3 BHK,1075.0,2.0,47.0,3,4372.093023255814
Old Faridabad,2 BHK,850.0,1.0,32.0,2,3764.705882352941
Old Faridabad,3 BHK,1075.0,2.0,50.0,3,4651.162790697675
Old Faridabad,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
Old Faridabad,3 BHK,1180.0,2.0,46.0,3,3898.3050847457625
Old Faridabad,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
Old Faridabad,2 BHK,845.0,2.0,37.0,2,4378.698224852071
Old Faridabad,3 BHK,1180.0,2.0,60.0,3,5084.745762711865
Old Faridabad,3 BHK,1075.0,2.0,43.0,3,4000.0
Old Faridabad,2 BHK,700.0,1.0,32.0,2,4571.428571428572
Old Faridabad,3 BHK,1075.0,2.0,52.0,3,4837.209302325581
Old Faridabad,3 BHK,1075.0,2.0,50.0,3,4651.162790697675
Old Faridabad,3 BHK,1075.0,2.0,41.0,3,3813.953488372093
Old Faridabad,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
Old Faridabad,2 BHK,945.0,2.0,33.0,2,3492.063492063492
Old Faridabad,2 BHK,845.0,2.0,30.0,2,3550.2958579881656
Old Faridabad,3 BHK,1200.0,2.0,41.0,3,3416.6666666666665
Old Faridabad,3 BHK,873.0,2.0,40.0,3,4581.901489117984
Old Faridabad,3 BHK,1075.0,2.0,31.0,3,2883.720930232558
Old Faridabad,3 BHK,1180.0,2.0,45.0,3,3813.5593220338983
Old Faridabad,3 BHK,1075.0,2.0,43.0,3,4000.0
Old Faridabad,3 BHK,1080.0,2.0,45.0,3,4166.666666666667
Old Faridabad,3 BHK,1180.0,2.0,55.5,3,4703.389830508475
Old Faridabad,3 BHK,1075.0,2.0,47.0,3,4372.093023255814
Old Faridabad,3 BHK,1075.0,2.0,48.0,3,4465.116279069767
Old Faridabad,3 BHK,1075.0,2.0,37.0,3,3441.860465116279
Old Faridabad,3 BHK,1075.0,2.0,45.0,3,4186.046511627907
Old Faridabad,3 BHK,1075.0,2.0,44.0,3,4093.0232558139537
Old Faridabad,3 BHK,1075.0,2.0,31.0,3,2883.720930232558
Old Faridabad,2 BHK,850.0,2.0,27.0,2,3176.470588235294
Old Faridabad,3 BHK,1080.0,2.0,65.0,3,6018.518518518518
Old Faridabad,3 BHK,1075.0,2.0,42.0,3,3906.9767441860463
Old Faridabad,2 BHK,845.0,2.0,32.0,2,3786.98224852071
Old Faridabad,3 BHK,1075.0,2.0,32.0,3,2976.7441860465115
Old Faridabad,3 BHK,1075.0,2.0,41.49,3,3859.5348837209303
Old Faridabad,3 BHK,1075.0,2.0,33.0,3,3069.767441860465
Old Faridabad,2 BHK,845.0,2.0,34.0,2,4023.6686390532545
Old Faridabad,8 Bedroom,3000.0,8.0,140.0,8,4666.666666666667
Old Faridabad,2 BHK,1200.0,2.0,40.0,2,3333.3333333333335
Old Faridabad,3 BHK,1730.0,3.0,96.0,3,5549.132947976878
Old Faridabad,1 BHK,520.0,1.0,19.5,1,3750.0
Old Faridabad,2 BHK,1000.0,2.0,29.9,2,2990.0
Old Faridabad,1 BHK,515.0,1.0,25.0,1,4854.368932038835
Old Faridabad,2 BHK,1090.0,3.0,44.0,2,4036.697247706422
Old Faridabad,3 Bedroom,680.0,4.0,68.0,3,10000.0
Old Faridabad,3 BHK,1250.0,2.0,42.5,3,3400.0
Old Faridabad,3 BHK,1375.0,3.0,59.0,3,4290.909090909091
Old Faridabad,3 BHK,1250.0,3.0,55.0,3,4400.0
Old Faridabad,2 BHK,1110.0,2.0,33.0,2,2972.972972972973
Old Faridabad,3 BHK,1850.0,3.0,90.0,3,4864.864864864865
Old Faridabad,2 BHK,957.0,2.0,53.0,2,5538.1400208986415
Old Faridabad,2 BHK,910.0,2.0,45.0,2,4945.054945054945
Old Faridabad,2 BHK,1050.0,2.0,46.0,2,4380.952380952381
Old Faridabad,5 Bedroom,1200.0,7.0,125.0,5,10416.666666666666
Old Faridabad,2 BHK,1290.0,2.0,73.0,2,5658.914728682171
Old Faridabad,2 BHK,1100.0,1.0,55.0,2,5000.0
Old Faridabad,3 BHK,1300.0,3.0,45.0,3,3461.5384615384614
Old Faridabad,2 BHK,1350.0,2.0,72.0,2,5333.333333333333
Old Faridabad,4 BHK,2100.0,4.0,85.0,4,4047.6190476190477
Old Faridabad,2 BHK,1170.0,2.0,34.0,2,2905.982905982906
Old Faridabad,2 BHK,1020.0,2.0,55.0,2,5392.156862745098
Old Faridabad,3 BHK,1250.0,3.0,41.0,3,3280.0
Old Faridabad,3 BHK,1660.0,2.0,100.0,3,6024.096385542169
Old Faridabad,3 BHK,1250.0,4.0,39.0,3,3120.0
Old Faridabad,2 BHK,1307.0,2.0,50.0,2,3825.554705432288
Old Faridabad,3 BHK,1416.0,2.0,85.0,3,6002.824858757062
Old Faridabad,2 BHK,1091.0,2.0,40.0,2,3666.3611365719526
Old Faridabad,2 BHK,1355.0,2.0,73.17,2,5400.0
Old Faridabad,2 BHK,1160.0,2.0,53.0,2,4568.9655172413795
Old Faridabad,7 Bedroom,2875.0,7.0,85.0,7,2956.521739130435
Old Faridabad,2 BHK,1050.0,2.0,54.0,2,5142.857142857143
Old Faridabad,3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
Old Faridabad,2 BHK,1060.0,2.0,26.5,2,2500.0
Old Faridabad,2 BHK,1126.0,2.0,28.15,2,2500.0
Old Faridabad,3 BHK,1200.0,3.0,46.0,3,3833.3333333333335
Old Faridabad,2 BHK,1035.0,2.0,41.0,2,3961.352657004831
Old Faridabad,2 BHK,1035.0,2.0,41.73,2,4031.884057971014
Old Faridabad,2 BHK,1034.0,2.0,40.0,2,3868.4719535783365
Old Faridabad,2 BHK,877.0,2.0,30.0,2,3420.752565564424
Old Faridabad,3 BHK,1447.0,3.0,80.0,3,5528.6800276434005
Old Faridabad,2 BHK,920.0,2.0,37.46,2,4071.7391304347825
Old Faridabad,2 BHK,1035.0,2.0,41.43,2,4002.8985507246375
Old Faridabad,2 BHK,902.0,2.0,49.0,2,5432.372505543237
Old Faridabad,3 BHK,1295.0,2.0,50.28,3,3882.6254826254826
Old Faridabad,3 BHK,1478.0,2.0,44.0,3,2976.9959404600813
Old Faridabad,2 BHK,1015.0,2.0,40.0,2,3940.886699507389
Old Faridabad,2 BHK,1000.0,2.0,35.0,2,3500.0
Old Faridabad,2 BHK,955.0,2.0,35.28,2,3694.240837696335
Old Faridabad,2 BHK,1005.0,2.0,39.77,2,3957.213930348259
Old Faridabad,2 BHK,1014.0,2.0,35.0,2,3451.6765285996057
Old Faridabad,2 BHK,1020.0,2.0,40.89,2,4008.823529411765
Old Faridabad,2 BHK,920.0,2.0,37.2,2,4043.478260869566
Old Faridabad,2 BHK,800.0,1.0,32.0,2,4000.0
Old Faridabad,3 BHK,1280.0,3.0,50.0,3,3906.25
Old Faridabad,3 Bedroom,1942.0,3.0,90.0,3,4634.3975283213185
Old Faridabad,2 BHK,1127.0,2.0,45.0,2,3992.9015084294588
Old Faridabad,3 BHK,1400.0,2.0,45.0,3,3214.285714285714
Old Faridabad,2 BHK,877.0,2.0,29.0,2,3306.72748004561
Old Faridabad,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
Old Faridabad,2 BHK,842.0,2.0,30.0,2,3562.9453681710215
Old Faridabad,3 BHK,1260.0,3.0,49.36,3,3917.4603174603176
Old Faridabad,3 BHK,1365.0,3.0,52.82,3,3869.5970695970695
Old Faridabad,5 Bedroom,1400.0,6.0,252.0,5,18000.0
Old Faridabad,2 BHK,955.0,2.0,37.97,2,3975.916230366492
Old Faridabad,2 BHK,1089.0,2.0,40.0,2,3673.094582185491
Old Faridabad,2 BHK,950.0,2.0,25.0,2,2631.5789473684213
Old Faridabad,3 BHK,1365.0,3.0,53.96,3,3953.1135531135533
Old Faridabad,3 Bedroom,1200.0,3.0,110.0,3,9166.666666666666
Old Faridabad,3 BHK,1280.0,3.0,50.4,3,3937.5
Old Faridabad,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Old Faridabad,2 BHK,1030.0,2.0,41.0,2,3980.5825242718447
Old Faridabad,3 BHK,1320.0,2.0,38.12,3,2887.8787878787875
Old Faridabad,2 BHK,1020.0,2.0,39.0,2,3823.529411764706
Old Faridabad,3 BHK,1400.0,2.0,40.44,3,2888.5714285714284
Old Faridabad,3 BHK,1320.0,2.0,38.13,3,2888.636363636364
Old Faridabad,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
Old Faridabad,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
Old Faridabad,2 BHK,1165.0,2.0,33.64,2,2887.5536480686696
Old Faridabad,3 BHK,1250.0,3.0,50.0,3,4000.0
Old Faridabad,2 BHK,1090.0,2.0,31.48,2,2888.0733944954127
Old Faridabad,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Old Faridabad,2 Bedroom,1200.0,3.0,45.0,2,3750.0
Old Faridabad,2 BHK,1005.0,2.0,39.77,2,3957.213930348259
Old Faridabad,2 BHK,1000.0,2.0,28.88,2,2888.0
Old Faridabad,2 BHK,1020.0,2.0,29.45,2,2887.2549019607845
Old Faridabad,2 BHK,1160.0,2.0,33.51,2,2888.793103448276
Old Faridabad,2 BHK,1125.0,2.0,32.49,2,2888.0
Old Faridabad,3 BHK,1220.0,2.0,35.2,3,2885.2459016393445
Old Faridabad,3 BHK,1491.0,3.0,40.5,3,2716.2977867203217
Old Faridabad,3 BHK,1365.0,3.0,52.81,3,3868.864468864469
Old Faridabad,2 BHK,1125.0,2.0,32.49,2,2888.0
Old Faridabad,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
Old Faridabad,2 BHK,1065.0,2.0,30.75,2,2887.323943661972
Old Faridabad,2 BHK,7000.0,2.0,135.0,2,1928.5714285714287
Old Faridabad,3 Bedroom,1200.0,3.0,125.0,3,10416.666666666666
Old Faridabad,4 Bedroom,1632.0,3.0,145.0,4,8884.803921568628
Old Faridabad,4 Bedroom,1670.0,3.0,135.0,4,8083.832335329342
Old Faridabad,3 Bedroom,832.0,3.0,77.0,3,9254.807692307691
Old Faridabad,4 Bedroom,1680.0,3.0,135.0,4,8035.714285714285
Old Faridabad,4 Bedroom,1632.0,3.0,128.0,4,7843.137254901961
Old Faridabad,3 Bedroom,3339.0,3.0,250.0,3,7487.271638215035
Old Faridabad,4 Bedroom,2940.0,3.0,2250.0,4,76530.61224489796
Old Faridabad,4 Bedroom,1355.0,3.0,135.0,4,9963.09963099631
Old Faridabad,3 Bedroom,1232.0,3.0,96.0,3,7792.207792207792
Old Faridabad,4 Bedroom,1632.0,3.0,140.0,4,8578.43137254902
Old Faridabad,2 Bedroom,1420.0,1.0,220.0,2,15492.957746478873
Old Faridabad,4 Bedroom,2200.0,2.0,150.0,4,6818.181818181818
Old Faridabad,2 BHK,1100.0,2.0,38.68,2,3516.3636363636365
Old Faridabad,3 BHK,1250.0,3.0,139.0,3,11120.0
Old Faridabad,3 BHK,1520.0,3.0,111.0,3,7302.631578947368
Old Faridabad,2 BHK,1280.0,2.0,90.0,2,7031.25
Old Faridabad,2 BHK,1252.0,2.0,55.0,2,4392.97124600639
Old Faridabad,2 BHK,1275.0,2.0,69.0,2,5411.764705882353
Old Faridabad,3 BHK,1721.0,3.0,93.0,3,5403.834979662986
Old Faridabad,3 BHK,1720.0,3.0,95.0,3,5523.2558139534885
Old Faridabad,2 BHK,1150.0,2.0,69.0,2,6000.0
Old Faridabad,4 Bedroom,2440.0,5.0,425.0,4,17418.032786885247
Old Faridabad,3 Bedroom,1200.0,3.0,140.0,3,11666.666666666666
Old Faridabad,2 BHK,1142.0,2.0,70.0,2,6129.5971978984235
Old Faridabad,3 BHK,1440.0,2.0,68.0,3,4722.222222222223
Old Faridabad,3 BHK,2169.0,4.0,115.0,3,5301.982480405717
Old Faridabad,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
Old Faridabad,4 Bedroom,2800.0,4.0,240.0,4,8571.42857142857
Old Faridabad,3 BHK,1476.0,3.0,105.0,3,7113.821138211382
Old Faridabad,4 Bedroom,1700.0,4.0,152.0,4,8941.176470588236
Old Faridabad,2 BHK,1262.0,2.0,75.0,2,5942.947702060222
Old Faridabad,2 BHK,1139.0,2.0,80.0,2,7023.705004389815
Old Faridabad,2 BHK,1125.0,2.0,70.0,2,6222.222222222223
Old Faridabad,3 BHK,1420.0,3.0,85.0,3,5985.915492957746
Old Faridabad,5 Bedroom,2400.0,5.0,325.0,5,13541.666666666666
Old Faridabad,4 Bedroom,3532.0,3.0,170.0,4,4813.137032842582
Old Faridabad,2 BHK,941.0,2.0,48.0,2,5100.956429330499
Old Faridabad,3 BHK,1595.0,2.0,75.0,3,4702.194357366771
Old Faridabad,3 BHK,1410.0,2.0,80.0,3,5673.758865248227
Old Faridabad,2 BHK,1100.0,2.0,55.0,2,5000.0
Old Faridabad,4 BHK,2400.0,3.0,140.0,4,5833.333333333333
Old Faridabad,2 BHK,1225.0,2.0,66.5,2,5428.571428571428
Old Faridabad,8 Bedroom,2700.0,8.0,290.0,8,10740.74074074074
Old Faridabad,5 Bedroom,1950.0,6.0,175.0,5,8974.358974358975
Old Faridabad,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Old Faridabad,2 BHK,1230.0,2.0,55.0,2,4471.544715447155
Old Faridabad,2 BHK,1200.0,2.0,75.0,2,6250.0
Old Faridabad,2 BHK,1089.0,2.0,49.0,2,4499.540863177227
Old Faridabad,2 BHK,1130.0,2.0,56.0,2,4955.7522123893805
Old Faridabad,2 BHK,1270.0,2.0,95.0,2,7480.314960629921
Old Faridabad,3 BHK,1706.0,3.0,115.0,3,6740.914419695194
Old Faridabad,3 Bedroom,2000.0,3.0,300.0,3,15000.0
Old Faridabad,2 BHK,1389.0,2.0,94.0,2,6767.458603311735
Old Faridabad,3 BHK,1750.0,2.0,75.0,3,4285.714285714285
Old Faridabad,4 Bedroom,1500.0,5.0,160.0,4,10666.666666666666
Old Faridabad,2 BHK,1225.0,2.0,72.0,2,5877.551020408163
Old Faridabad,4 Bedroom,3675.0,4.0,176.0,4,4789.115646258503
Old Faridabad,3 BHK,1746.0,3.0,115.0,3,6586.483390607102
Old Faridabad,3 BHK,1518.0,3.0,80.0,3,5270.092226613966
Old Faridabad,4 Bedroom,1560.0,3.0,149.0,4,9551.28205128205
Old Faridabad,3 BHK,1589.0,3.0,74.0,3,4657.016991818754
Old Faridabad,2 BHK,1382.0,2.0,84.5,2,6114.3270622286545
Old Faridabad,2 BHK,1260.0,2.0,70.0,2,5555.555555555556
Old Faridabad,2 BHK,1206.0,2.0,90.0,2,7462.686567164179
Old Faridabad,4 BHK,3050.0,4.0,130.0,4,4262.295081967213
Old Faridabad,3 BHK,1594.0,3.0,140.0,3,8782.936010037642
Old Faridabad,2 BHK,1588.0,2.0,58.0,2,3652.3929471032748
Old Faridabad,4 Bedroom,600.0,4.0,87.0,4,14500.0
Old Faridabad,2 BHK,840.0,2.0,27.0,2,3214.285714285714
Old Faridabad,2 BHK,900.0,2.0,45.0,2,5000.0
Old Faridabad,2 BHK,975.0,2.0,45.0,2,4615.384615384615
Old Faridabad,2 BHK,865.0,2.0,33.0,2,3815.0289017341042
Old Faridabad,4 Bedroom,1215.0,4.0,205.0,4,16872.427983539095
Old Faridabad,9 Bedroom,3300.0,14.0,500.0,9,15151.515151515152
Old Faridabad,4 Bedroom,600.0,2.0,90.0,4,15000.0
Old Faridabad,4 Bedroom,1100.0,5.0,121.0,4,11000.0
Old Faridabad,3 BHK,1852.0,2.0,95.0,3,5129.589632829374
Old Faridabad,7 Bedroom,600.0,7.0,110.0,7,18333.333333333332
Old Faridabad,1 Bedroom,375.0,1.0,40.0,1,10666.666666666666
Old Faridabad,6 Bedroom,600.0,6.0,80.0,6,13333.333333333334
Old Faridabad,3 BHK,1717.0,3.0,200.0,3,11648.223645894
Old Faridabad,5 Bedroom,1200.0,4.0,200.0,5,16666.666666666668
Old Faridabad,3 Bedroom,1260.0,5.0,185.0,3,14682.539682539682
Old Faridabad,2 BHK,950.0,2.0,52.0,2,5473.684210526316
Old Faridabad,3 BHK,1850.0,3.0,170.0,3,9189.18918918919
Old Faridabad,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Old Faridabad,4 Bedroom,1500.0,2.0,450.0,4,30000.0
Old Faridabad,2 BHK,1274.0,2.0,70.0,2,5494.505494505494
Old Faridabad,2 BHK,1200.0,2.0,35.0,2,2916.6666666666665
Old Faridabad,3 BHK,1250.0,3.0,50.0,3,4000.0
Old Faridabad,2 BHK,1070.0,2.0,48.0,2,4485.981308411215
Old Faridabad,2 BHK,1280.0,2.0,80.0,2,6250.0
Old Faridabad,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Old Faridabad,2 BHK,1000.0,2.0,58.0,2,5800.0
Old Faridabad,2 Bedroom,800.0,2.0,175.0,2,21875.0
Old Faridabad,5 Bedroom,2990.0,5.0,416.0,5,13913.04347826087
Old Faridabad,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
Old Faridabad,3 BHK,2200.0,3.0,220.0,3,10000.0
Old Faridabad,3 BHK,2780.0,4.0,325.0,3,11690.647482014389
Old Faridabad,3 Bedroom,2400.0,2.0,360.0,3,15000.0
Old Faridabad,2 BHK,965.0,2.0,56.0,2,5803.108808290155
Old Faridabad,2 BHK,1147.0,2.0,75.0,2,6538.7968613775065
Old Faridabad,4 Bedroom,2400.0,3.0,400.0,4,16666.666666666668
Old Faridabad,3 BHK,1750.0,3.0,172.0,3,9828.57142857143
Old Faridabad,2 BHK,1400.0,2.0,90.0,2,6428.571428571428
Old Faridabad,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
Old Faridabad,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Old Faridabad,8 Bedroom,1500.0,6.0,270.0,8,18000.0
Old Faridabad,2 BHK,930.0,2.0,46.0,2,4946.236559139785
Old Faridabad,3 BHK,1265.0,2.0,55.0,3,4347.826086956522
Old Faridabad,3 BHK,2500.0,3.0,345.0,3,13800.0
Old Faridabad,3 BHK,1455.0,2.0,55.0,3,3780.0687285223366
Old Faridabad,1 Bedroom,600.0,1.0,58.0,1,9666.666666666666
Old Faridabad,2 Bedroom,1350.0,2.0,90.0,2,6666.666666666667
Old Faridabad,2 BHK,1150.0,2.0,63.0,2,5478.260869565217
Old Faridabad,3 Bedroom,3000.0,3.0,338.0,3,11266.666666666666
Old Faridabad,6 Bedroom,3300.0,6.0,165.0,6,5000.0
Old Faridabad,3 BHK,1450.0,2.0,81.0,3,5586.206896551724
Old Faridabad,4 Bedroom,600.0,4.0,122.0,4,20333.333333333332
Old Faridabad,3 BHK,1776.0,2.0,75.0,3,4222.972972972973
Old Faridabad,3 BHK,1458.0,3.0,79.0,3,5418.38134430727
Old Faridabad,2 BHK,935.0,2.0,51.5,2,5508.0213903743315
Old Faridabad,2 BHK,1020.0,2.0,46.5,2,4558.823529411765
Old Faridabad,3 BHK,1600.0,3.0,112.0,3,7000.0
Old Faridabad,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
Old Faridabad,3 BHK,1540.0,2.0,78.0,3,5064.935064935065
Old Faridabad,1 BHK,450.0,1.0,20.0,1,4444.444444444444
Old Faridabad,3 BHK,2400.0,3.0,220.0,3,9166.666666666666
Old Faridabad,2 BHK,1196.0,2.0,56.81,2,4750.0
Old Faridabad,3 BHK,1470.0,2.0,99.0,3,6734.693877551021
Old Faridabad,7 Bedroom,600.0,6.0,138.0,7,23000.0
Old Faridabad,4 Bedroom,2400.0,5.0,395.0,4,16458.333333333332
Old Faridabad,2 BHK,1153.0,2.0,56.4,2,4891.587163920208
Old Faridabad,2 BHK,1162.0,2.0,59.9,2,5154.9053356282275
Old Faridabad,3 BHK,1991.0,4.0,103.0,3,5173.279758915118
Old Faridabad,2 BHK,1153.0,2.0,57.0,2,4943.625325238509
Old Faridabad,2 BHK,1162.0,2.0,57.0,2,4905.335628227194
Old Faridabad,1 BHK,764.0,1.0,32.0,1,4188.48167539267
Old Faridabad,2 BHK,1139.0,2.0,62.0,2,5443.371378402107
Old Faridabad,2 BHK,1139.0,2.0,56.8,2,4986.830553116769
Old Faridabad,2 BHK,1139.0,2.0,56.85,2,4991.220368744513
Old Faridabad,3 BHK,1920.0,2.0,88.0,3,4583.333333333333
Old Faridabad,3 BHK,1991.0,4.0,100.0,3,5022.601707684581
Old Faridabad,1 BHK,664.0,1.0,35.0,1,5271.084337349397
Old Faridabad,3 BHK,1820.0,3.0,93.0,3,5109.89010989011
Old Faridabad,3 BHK,1636.0,3.0,85.0,3,5195.59902200489
Old Faridabad,2 BHK,1444.0,2.0,70.0,2,4847.645429362881
Old Faridabad,1 BHK,722.0,1.0,46.0,1,6371.191135734072
Old Faridabad,3 BHK,1991.0,4.0,88.0,3,4419.889502762431
Old Faridabad,4 Bedroom,1200.0,3.0,135.0,4,11250.0
Old Faridabad,2 BHK,1139.0,2.0,60.0,2,5267.778753292362
Old Faridabad,3 BHK,1820.0,3.0,85.5,3,4697.802197802198
Old Faridabad,3 BHK,1820.0,3.0,93.0,3,5109.89010989011
Old Faridabad,3 BHK,1820.0,3.0,85.4,3,4692.307692307692
